Song Title,Lyrics
This Here Guitar,"[Verse 1] <br> Walking downtown shuffling my feet <br> I try to dream my dreams above the concrete <br> Store windows, traveled for miles <br> But something I pa**ed really caught my eye <br> It was cracked down the middle, permanent scars <br> But I fell in love with this here guitar <br> [Chorus] <br> Nice to meet you, can I teach you <br> All I know, can you show me what you do <br> Where have you been <br> What have you seen <br> Who were you before you even knew me <br> Have you been played for endless hours <br> Or were you left in the corner <br> Or were you someone's best friend <br> This here guitar <br> [Verse 2] <br> It was my baby, anyone could see <br> I love the cracks, the curves, the hidden beauty <br> But I can't help wondering why <br> It came to me and where we'll say goodbye <br> The cracks down the middle <br> Can't see where they are <br> Since I fell in love with this here guitar <br> [Chorus]  <br>  <br>  <br>  <br> Nice to meet you, can I teach you <br> All I know, can you show me what you do <br> Where have you been <br> What have you seen <br> Who were you before you even knew me <br> Have you been played for endless hours <br> Or were you left in the corner <br> Or were you someone's best friend <br> This here guitar <br> [Bridge] <br> Were you a present from a father to a son? <br> Did he forget you <br> Or just play you 'til you came undone? <br> Hey, did some primadonna love you <br> 'Til she got her fame and fortune? <br> I won't do that to you <br> [Chorus] <br> Nice to meet you, can I teach you <br> All I know, can you show me what you do <br> Where have you been? <br> What have you seen? <br> Who were you before you even knew me? <br> Have you been played for endless hours <br> Or were you left in the corner <br> Or were you someone's best friend? <br> This here guitar <br> You're my guitar <br> This here guitar"
This Is Really Happening,"[Verse 1] <br> Beneath the chandelier of stars and atmosphere <br> Tangled like the roots on the ground <br> The windows opened up <br> The wind is blowing and we're both not making a sound <br> It's like I'm melting on into you <br> Give me a reason why we should ever move <br> And <br> [Chorus] <br> Tell me <br> You'll never leave me <br> And I'm not crazy and <br> This is really happening <br> That this is really happening <br> [Verse 2] <br> Could this be better? <br> You write me letters <br> So you see me every day <br> You tend to treat me like <br> My name is up in lights <br> It really blows me away <br> Lock me up in a dark room <br> And I still can't take my eyes off you  <br>  <br>  <br>  <br> [Chorus] <br> [Verse 3] <br> All those kisses up against your car <br> For all those wishes on planes <br> We thought were stars <br> Memories like photographs <br> Oh Baby, here we are <br> [Chorus] <br> Tell me <br> You'll never leave me <br> And I'm not crazy and <br> Oh, this is really happening <br> Oh, oh, baby <br> [Chorus] <br> Tell me <br> You'll always need me <br> That I drive you crazy <br> And this is really happening <br> Oh, that this is really happening <br> [Outro] <br> Tell me, oh <br> You'll always need me <br> (need me, tell me) <br> (Baby) <br> That I drive you crazy <br> (Oh) <br> That this is really happening"
This Is What You Came For,"[Verse 1: Rihanna] <br> Baby, this is what you came for <br> Lightning strikes every time she moves <br> And everybody's watching her <br> But she's looking at you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, oh, oh <br> [Chorus: Rihanna] <br> Baby, this is what you came for <br> Lightning strikes every time she moves <br> And everybody's watching her <br> But she's looking at you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, oh, oh <br> [Post-Chorus: Rihanna] <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> Oh, oh <br> [Verse 2: Rihanna] <br> We go fast with the game we play <br> Who knows why it's gotta be this way? <br> We say nothing more than we need <br> I say ""your place"" when we leave <br> [Chorus: Rihanna] <br> Baby, this is what you came for  <br>  <br>  <br>  <br> Lightning strikes every time she moves <br> And everybody's watching her <br> But she's looking at you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, oh, oh <br> [Post-Chorus: Rihanna] <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> Oh, oh <br> [Bridge: Rihanna] <br> Baby, this is what you came for <br> Lightning strikes every time she moves <br> Yeah <br> [Chorus: Rihanna] <br> Baby, this is what you came for <br> Lightning strikes every time she moves <br> And everybody's watching her <br> But she's looking at you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, oh, oh <br> [Post-Chorus: Rihanna] <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> You, oh, oh, you, oh, oh <br> Oh, oh"
This Is Why We Can't Have Nice Things,"[Verse 1] It was so nice throwing big parties <br> Jumping to the pool from the balcony <br> Everyone swimming in a champagne sea <br> And there are no rules when you show up here <br> Ba** beat rattling the chandelier <br> Feeling so Gatsby for that whole year <br> [Pre-Chorus] So why’d you have to rain on my parade? <br> I’m shaking my head <br> I’m locking the gates <br> [Chorus] This is why we can’t have nice things, darling <br> Because you break them <br> I had to take them away <br> This is why we can’t have nice things, honey <br> Did you think I wouldn’t hear all the things you said about me? <br> This is why we can’t have nice things <br> [Verse 2] It was so nice being friends again <br> There I was, giving you a second chance <br> But then you stabbed my back while shaking my hand <br> And therein lies the issue <br> Friends don’t try to trick you <br> Get you on the phone and mind-twist you <br> And so I took an axe to a mended fence <br> [Pre-Chorus] But I’m not the only friend you’ve lost lately <br> If only you weren’t so shady <br> [Chorus] This is why we can’t have nice things, darling <br> Because you break them <br> I had to take them away  <br>  <br>  <br>  <br> This is why we can’t have nice things, honey <br> Did you think I wouldn’t hear all the things you said about me? <br> This is why we can’t have <br> [Bridge] Here’s a toast to my real friends <br> They don’t care about that he-said-she-said <br> And here’s to my baby <br> He ain’t reading what they call me lately <br> And here’s to my momma <br> Had to listen to all this drama <br> And here’s to you <br> ‘Cause forgiveness is a nice thing to do <br> Haha, I can’t even say it with a straight face <br> [Chorus] This is why we can’t have nice things, darling (darling) <br> Because you break them <br> I had to take them away <br> This is why we can’t have nice things, honey <br> Did you think I wouldn’t hear all the things you said about me? <br> This is why we can’t have nice things, darling <br> (And here’s to my real friends) <br> Because you break them <br> I had to take them away <br> (And here’s to my baby) <br> This is why we can’t have nice things, darling <br> (He didn’t care about that he-said-she-said) <br> Did you think I wouldn’t hear all the things you said about me? <br> This is why we can’t have nice things"
This Love,"Clear blue water <br> High tide came and brought you in <br> And I could go <br> On and on, on and on and I will <br> Skies grow darker <br> Currents swept you out again <br> And you were just <br> Gone and gone, gone and gone <br> In silent screams <br> And wildest dreams <br> I never dreamed of this <br> This love is good, this love is bad <br> This love is a life back from the dead, oh <br> These hands had to let it go free <br> And this love came back to me, oh, oh, oh <br> Tossing, turning <br> Struggle through the night for someone new <br> And, yeah, I could go <br> On and on, on and on <br> Lantern burning <br> Flickered in the mind, only you <br> But you're still <br> Gone, gone, gone <br> Been losing grip <br> Oh, sinking ships <br> You showed up just in time <br> This love is good, this love is bad <br> This love is a life back from the dead, oh <br> These hands had to let it go free  <br>  <br>  <br>  <br> And this love came back to me, oh <br> This love left a permanent mark <br> This love is glowing in dark, oh <br> These hands had to let it go free <br> And this love came back to me, oh <br> This love, this love, this love, this love <br> This love, this love, this love, this love <br> You'll kiss my cheek <br> I watched you leave <br> You'll smile, my ghost <br> I fell to my knees <br> When you're young you just run <br> But you come back to what you need <br> This love is good, this love is bad <br> This love is a life back from the dead, oh <br> These hands had to let it go free <br> And this love came back to me, oh <br> This love left a permanent mark <br> This love is glowing in dark, oh <br> These hands had to let it go free <br> And this love came back to me, oh <br> This love, this love, this love, this love <br> This love, this love, this love, this love"
Thug Story,"[T-Pain] <br> Hey, Hey <br> T-Swizzle, T-Pizzle <br> [Taylor Swift] <br> I'm like 8 foot 4, blond hair to the floor <br> You shorties never thought I dreamed about rapping hardcore <br> No I ain't got a gun <br> No I never really been in a club <br> Still live with my parents <br> But I'm still a thug <br> I'm so gangsta you can find me baking cookies at night <br> You out clubbing, but I just made caramel delight <br> [T-Pain] <br> (MMMMM MMMMM Good) <br> [Taylor Swift] <br> T-Swift and T-Pain rappin on the same track <br> It's a thug story tell me can you handle that <br> [Both] <br> I had a dream last night <br> [Taylor Swift] <br> I had high-top Nikes <br> I had <br> [Both] <br> Diamonds in my mouth, and diamonds on my mic <br> [Taylor Swift] <br> By the time I woke up I was singing <br> [T-Pain] <br> ""I'M ON A BOAT"" <br> [Taylor Swift] <br> Cause I'm a singer turned rapper <br> [T-Pain] <br> Shorty imma make ya <br> [Taylor Swift] <br> Straight to the top, yo  <br>  <br>  <br>  <br> [T-Pain] <br> Shorty imma take ya <br> [Taylor Swift] <br> You can call me T-Sweezy now I'm a rap star <br> [T-Pain] <br> Hey, it's a thug story now tell them who you are <br> Singer turned gangsta <br> [Taylor Swift] <br> You don't wanna fight me <br> [T-Pain] <br> Straight to the top <br> [Taylor Swift] <br> In my extra small white tee <br> [T-Pain] <br> T-Swift and T-Pain all up on the same track <br> It's a thug story tell me now can you get with that <br> [Taylor Swift] <br> What! What! I knit sweaters yo! <br> [T-Pain] <br> Oh, oh <br> [Taylor Swift] <br> What! What! Don't test me [bleep] <br> [Taylor Swift] <br> Hey hold on, hold on I didn't even say anything <br> [T-Pain] <br> WHAT? <br> [Taylor Swift] <br> I said ""Yo"" <br> [T-Pain] <br> YO <br> [Taylor Swift] <br> You guys bleeped me and I didn't even say anything <br> I didn't even swear <br> [T-Pain] <br> SHE DIDN'T EVEN SWEAR <br> [Taylor Swift] <br> Hello??"
Til Brad Pitt Comes Along,"[Verse 1] <br> Do you remember the day <br> I leaned up against your car <br> And it started rolling down the street <br> You screamed and ran after it <br> And tried to open the door <br> And it ran over your foot <br> And I was too busy laughing on the ground to see <br> [Chorus] <br> It would take Brad Pitt to leave you <br> It takes five seconds to need you <br> When I'm mad at all the lovebirds <br> 'Cause they don't know to play our song <br> I wish that pretty girls couldn't see you <br> I wish that all your roads would lead you right to me  <br>  <br>  <br>  <br> 'Cause that's where you belong <br> Until Brad Pitt comes along <br> [Verse 2] <br> Do you remember the time we watched Carrie <br> And you said it reminded you of me <br> And I threw the remote at you <br> And you said ""my point exactly"" <br> And later on that night, under the neon city lights <br> You paid a homeless guy to sing a song to me <br> [Chorus] <br> [Bridge] <br> You call me lucky 'cause I lose everything <br> But I swear I'd be careful with it <br> If you gave me a ring <br> [Chorus]"
Timeless,"They tell you not to roll the dice <br> When you’re playin with your own life <br> I saw you and I didn’t think twice <br> Probably should have told you goodbye <br> But you kissed me in the middle of the street <br> And you didn’t care that people were watching <br> I knew that nothing ever comes free <br> But under that sky, it didn’t stop me <br> The night we met I thought I won the lottery <br> I thought that I held everything that I wanted to hold <br> Spending the night with you alone <br> The night we met my life was how it ought to be <br> I should have known that even winning the lottery <br> Would leave you broke. <br> Broke… broke <br> They say you shouldn’t go all in <br> When you’re betting odds you can’t win, <br> But I’d do it all over again <br> Even though I know how it ends <br> The night we met I thought I won the lottery <br> I thought that I held everything that I wanted to hold <br> Spending the night with you alone <br> The night we met my life was how it ought to be  <br>  <br>  <br>  <br> I should have known that even winning the lottery <br> Would leave you broke. <br> I should have held on tight but I cashed it in <br> And I still reach out for your hands on my skin <br> Cause now I know what it should have been <br> You and me like kings and queens <br> On your rolled up couch rolling in our dreams <br> The night we met I thought I won the lottery <br> I thought that I held everything that I wanted to hold <br> Spending the night with you alone <br> The night we met I thought I won the lottery <br> I thought that I held everything that I wanted to hold <br> Spending the night with you alone <br> The night we met my life was how it ought to be <br> I should have known that even winning the lottery <br> Would leave you broke. <br> Did we win that lottery or was it just robbery <br> Guess I know what love is now <br> But I don’t know why it’s got to be hard <br> You’re happy without me and I’m broke so I break down <br> But I know what love is now"
"To Apple, Love Taylor","I write this to explain why I'll be holding back my album, 1989, from the new streaming service, Apple Music. I feel this deserves an explanation because Apple has been and will continue to be one of my best partners in selling music and creating ways for me to connect with my fans. I respect the company and the truly ingenious minds that have created a legacy based on innovation and pushing the right boundaries. <br> I'm sure you are aware that Apple Music will be offering a free 3 month trial to anyone who signs up for the service. I'm not sure you know that Apple Music will not be paying writers, producers, or artists for those three months. I find it to be shocking, disappointing, and completely unlike this historically progressive and generous company. <br> This is not about me. Thankfully I am on my fifth album and can support myself, my band, crew, and entire management team by playing live shows. This is about the new artist or band that has just released their first single and will not be paid for its success. This is about the young songwriter who just got his or her first cut and thought that the royalties from that would get them out of debt. This is about the producer who works tirelessly to innovate and create, just like the innovators and creators at Apple are pioneering in their field…but will not get paid for a quarter of a year's worth of plays on his or her songs.  <br>  <br>  <br>  <br> These are not the complaints of a spoiled, petulant child. These are the echoed sentiments of every artist, writer and producer in my social circles who are afraid to speak up publicly because we admire and respect Apple so much. We simply do not respect this particular call. <br> I realize that Apple is working towards a goal of paid streaming. I think that is beautiful progress. We know how astronomically successful Apple has been and we know that this incredible company has the money to pay artists, writers and producers for the 3 month trial period… even if it is free for the fans trying it out. <br> Three months is a long time to go unpaid, and it is unfair to ask anyone to work for nothing. I say this with love, reverence, and admiration for everything else Apple has done. I hope that soon I can join them in the progression towards a streaming model that seems fair to those who create this music. I think this could be the platform that gets it right. <br> But I say to Apple with all due respect, it's not too late to change this policy and change the minds of those in the music industry who will be deeply and gravely affected by this. We don't ask you for free iPhones. Please don't ask us to provide you with our music for no compensation. <br> Taylor"
Today Was A Fairytale,[Verse 1] <br> Today was a fairytale <br> You were the prince <br> I used to be a damsel in distress <br> You took me by the hand and you picked me up at six <br> Today was a fairytale <br> Today was a fairytale <br> Today was a fairytale <br> I wore a dress <br> You wore a dark grey t-shirt <br> You told me I was pretty <br> When I looked like a mess <br> Today was a fairytale <br> [Pre-Chorus] <br> Time slows down <br> Whenever you're around <br> [Chorus] <br> Can you feel this magic in the air? <br> It must have been the way you kissed me <br> Fell in love when I saw you standing there <br> It must have been the way <br> Today was a fairytale <br> [Verse 2] <br> It must have been the way <br> Today was a fairytale <br> Today was a fairytale <br> You've got a smile that takes me to another planet <br> Every move you make everything you say is right <br> Today was a fairytale <br> Today was a fairytale <br> All that I can say <br> Is now it's getting so much clearer <br> Nothing made sense until the time I saw your face  <br>  <br>  <br>  <br> Today was a fairytale <br> [Pre-Chorus] <br> [Chorus] <br> But can you feel this magic in the air? <br> It must have been the way you kissed me <br> Fell in love when I saw you standing there <br> It must have been the way <br> Today was a fairytale <br> It must have been the way <br> Today was a fairytale <br> [Bridge] <br> Time slows down <br> Whenever you're around <br> I can feel my heart <br> It's beating in my chest <br> Did you feel it? <br> I can't put this down <br> [Chorus] <br> But can you feel this magic in the air? <br> It must have been the way you kissed me <br> Fell in love when I saw you standing there <br> It must have been the way <br> [Chorus] <br> But can you feel this magic in the air? <br> It must have been the way you kissed me <br> Fell in love when I saw you standing there <br> It must have been the way <br> Today was a fairytale <br> It must have been the way <br> Today was a fairytale <br> [Outro] <br> Today was a fairytale
tolerate it,"I sit and watch you reading with your head low <br> I wake and watch you breathing with your eyes closed <br> I sit and watch you, I notice everything you do or don't do <br> You're so much older and wiser and I <br> I wait by the door like I'm just a kid <br> Use my best colors for your portrait <br> Lay the table with the fancy sh*t <br> And watch you tolerate it <br> If it's all in my head tell me now <br> Tell me I've got it wrong somehow <br> I know my love should be celebrated <br> But you tolerate it <br> I greet you with a battle hero's welcome <br> I take your indiscretions all in good fun <br> I sit and listen, I polish plates until they gleam and glisten <br> You're so much older and wiser and I <br> I wait by the door like I'm just a kid <br> Use my best colors for your portrait <br> Lay the table with the fancy sh*t <br> And watch you tolerate it  <br>  <br>  <br>  <br> If it's all in my head tell me now <br> Tell me I've got it wrong somehow <br> I know my love should be celebrated <br> But you tolerate it <br> While you were out building other worlds, where was I? <br> Where's that man who'd throw blankets over my barbed wire? <br> I made you my temple, my mural, my sky <br> Now I'm begging for footnotes in the story of your life <br> Drawing hearts in the byline <br> Always taking up too much space or time <br> You assume I'm fine <br> But what would you do if I <br> Break free and leave us in ruins <br> Took this dagger in me and removed it <br> Gain the weight of you then lose it <br> Believe me, I could do it <br> If it's all in my head tell me now <br> Tell me I've got it wrong somehow <br> I know my love should be celebrated <br> But you tolerate it <br> I sit and watch you"
Tonight Is Our Last Night,"Oh <br> We were standing in an empty room <br> The moonlight was fallin' <br> You were holdin' my hand when the car pulled up for you <br> And I coulda spent a life with you <br> But those days are over <br> You were callin my name <br> When your face faded from view <br> Wasn't it you that told me? <br> The sun would always chase the day <br> Wasn't it you that told me? <br> Angels fly, in the air tonight <br> Saying wasn't it just like swimmin"" out on the lake? <br> Stars collide in the air so light <br> Or was it just like those promises that you made? On our last night <br> Oh <br> I remember waking up with you <br> The days doin' nothin' <br> You meant more to me then, than you ever knew <br> You were gonna be a doctor, a movie star, poet at a nobel seminar <br> Hope the the world never tore that out of you <br> Wasn't it you that told me?  <br>  <br>  <br>  <br> The sun would always chase the day <br> Wasn't it you that told me? <br> Angels fly in the air tonight <br> Saying wasn't it just like swimmin' out on the lake? <br> And stars collide in the air so light <br> Or was it just like those promises you made on Our last night? <br> Tell me whatever happened to the things you loved? <br> And the songs we played and the indian days <br> Whatever happened to the things you gave away? <br> Like harold and martin singing <br> I was waving as you drove away <br> The sunlight was falling <br> You were riding backwards in a dusty window pane <br> Angels fly in the air tonight <br> Was it just like the promises that we made? <br> And stars collide in the air so light <br> Was it just like those promises that you made? <br> On our last night <br> On our last night <br> Oh,oh,oh,whoa,whoa,yeaah, oh"
Treacherous,"Put your lips close to mine <br> As long as they don't touch <br> Out of focus, eye to eye <br> Till the gravity's too much <br> And I'll do anything you say <br> If you say it with your hands <br> And I'd be smart to walk away, but you're quicksand <br> This slope is treacherous <br> This path is reckless <br> This slope is treacherous <br> And I, I, I like it <br> I can't decide if it's a choice <br> Getting swept away <br> I hear the sound of my own voice <br> Asking you to stay <br> And all we are is skin and bone trained to get along <br> Forever going with the flow, but you're friction <br> This slope is treacherous <br> This path is reckless <br> This slope is treacherous <br> And I, I, I like it <br> Two headlights shine through the sleepless night <br> And I will get you, get you alone <br> Your name has echoed through my mind  <br>  <br>  <br>  <br> And I just think you should, think you should know <br> That nothing safe is worth the drive and I will <br> Follow you, follow you home... <br> I'll follow you, follow you home... <br> This hope is treacherous <br> This daydream is dangerous <br> This hope is treacherous <br> I, I, I... I, I, I... I, I, I... <br> Two headlights shine through the sleepless night <br> And I will get you, get you alone <br> Your name has echoed through my mind <br> And I just think you should, think you should know <br> That nothing safe is worth the drive and I will <br> Follow you, follow you home... <br> I'll follow you, follow you home... <br> I'll follow you, follow you home... <br> I'll follow you, follow you home... <br> This slope is treacherous <br> I, I, I like it"
Treacherous - original demo recording,"Put your lips close to mine <br> As long as they don't touch <br> Out of focus, eye to eye <br> Til the gravity's too much <br> And I'll do anything you say <br> If you say it with your hands <br> And I'd be smart to walk away <br> But you're quicksand <br> This slope is treacherous <br> This path is reckless <br> This slope is treacherous <br> And I, I, I, like it <br> I can't decide if it's a choice <br> Getting swept away <br> I hear the sound of my own voice <br> Asking you to stay <br> And all we are is skin and bone <br> Trained to get along <br> Forever going with the flow <br> But you're friction <br> This slope is treacherous <br> This path is reckless <br> This slope is treacherous <br> I, I, I, like it <br> Two headlights shine through the sleepless night <br> And I will get you, get you alone <br> Your name has echoed through my mind  <br>  <br>  <br>  <br> And I just think you should <br> Think you should know <br> That nothing safe is worth the drive <br> And I would follow you, follow you home <br> I'll follow you, follow you home <br> This hope is treacherous <br> This daydream is dangerous <br> This hope is treacherous <br> I, I, I <br> I, I, I <br> I, I, I <br> Two headlights shine through the sleepless night <br> And I will get you, get you alone <br> Your name has echoed through my mind <br> And I just think you should <br> Think you should know <br> That nothing safe is worth the drive <br> And I would follow you, follow you home <br> I'll follow you, follow you home <br> I'll follow you, follow you home <br> I'll follow you, follow you home <br> I'll follow you, follow you home <br> This slope is treacherous <br> I, I, I, like it"
Treacherous (Taylor’s Version),"[Verse 1] <br> Put your lips close to mine <br> As long as they don't touch <br> Out of focus, eye to eye <br> 'Til the gravity's too much <br> And I'll do anything you say <br> If you say it with your hands <br> And I'd be smart to walk away <br> But you're quicksand <br> [Chorus] <br> This slope is treacherous <br> This path is reckless <br> This slope is treacherous <br> And I-I-I like it <br> [Verse 2] <br> I can't decide if it's a choice <br> Getting swept away <br> I hear the sound of my own voice <br> Asking you to stay <br> All we are is skin and bone <br> Trained to get along <br> Forever going with the flow <br> But you're friction <br> [Chorus] <br> This slope is treacherous <br> This path is reckless <br> This slope is treacherous <br> I-I-I like it <br> [Bridge] <br> Two headlights shine through the sleepless night <br> And I will get you a—, get you alone <br>  <br>  <br>  <br> Your name has echoed through my mind <br> And I just think you should, think you should know <br> That nothing safe is worth the drive <br> And I would follow you, follow you home <br> I'll follow you, follow you home <br> [Chorus] <br> This hope is treacherous <br> This daydream is dangerous <br> This hope is treacherous <br> I-I-I, I-I-I, I-I-I— <br> [Bridge] <br> Two headlights shine through the sleepless night <br> And I will get you a—, get you alone <br> Your name has echoed through my mind <br> And I just think you should, think you should know <br> That nothing safe is worth the drive <br> And I will follow you, follow you home <br> I'll follow you, follow you home <br> I'll follow you, follow you home <br> I'll follow you, follow you home <br> [Outro] <br> This slope is treacherous <br> I-I-I like it"
Two Is Better Than One,"[Verse 1] <br> I Remember what you wore on the first date <br> You came into my life and I thought hey <br> You know, this could be something <br> Cause everything you do and words you say <br> You know that it all takes my breath away <br> And now I'm left with nothing <br> [Chorus] <br> So maybe it's true that I can't live without you <br> And maybe two is better than one <br> But there's so much time to figure out the rest of my life <br> And you thought that it got me coming undone <br> And I'm thinking two is better than one <br> [Verse 2] <br> I remember every look upon your face <br> The way you roll your eyes, the way you taste <br> You make it hard for breathing <br> Cause when I close my eyes and drift away <br> I think of you and everything's okay <br> I'm finally now believing <br> [Chorus] <br> So maybe it's true that I can't live without you  <br>  <br>  <br>  <br> And maybe two is better than one <br> But there's so much time to figure out the rest of my life <br> And you thought that it got me coming undone <br> And I'm thinking two is better than one <br> [Bridge] <br> I remember what you wore on the first date <br> You came into my life and I thought, hey (hey, hey) <br> [Chorus] <br> So maybe it's true that I can't live without you <br> And maybe two is better than one <br> But there's so much time to figure out the rest of my life <br> And you thought that it got me coming undone <br> And I'm thinking two is better than one <br> [Outro] <br> And I'm thinking, ooh, I can't live without you <br> Cause, baby, two is better than one <br> There's so much time to figure out the rest of my life <br> But I'll figure out with all that's said and done <br> Two is better than one, two is better than one"
Two Steps Behind,"Walk away if you want to <br> It's okay if you need to <br> You can run but you can never hide <br> From the shadow that's creeping up beside you <br> There's a magic running through your soul <br> But you can't have it all <br> (Whatever you do) <br> I'll be two steps behind you <br> (Wherever you go) <br> And I'll be there to remind you <br> That it only takes a minute of your precious time <br> To turn around <br> I'll be two steps behind <br> Yeah, yeah <br> Take the time to think about it <br> Just walk the line, you know you just can't fight it <br> Take a look around and see what you can find <br> Like the fire that's burning up inside me <br> Now there's a magic running through your soul  <br>  <br>  <br>  <br> But you can't have it all <br> No <br> (Whatever you do) <br> I'll be two steps behind you <br> (Wherever you go) <br> And I'll be there to remind you <br> That it only takes a minute of your precious time <br> To turn around <br> I'll be two steps behind <br> Yeah, yeah <br> Ohh <br> Ohh <br> There's a magic running through your soul <br> But you, you can't have it all <br> (Whatever you do) <br> I'll be two steps behind you <br> (Wherever you go) <br> And I'll be there to remind you <br> That it only takes a minute of your precious time <br> To turn around <br> I'll be two steps behind <br> Yeah, baby <br> Two steps behind <br> Ohh, sugar <br> Two steps behind"
Umbrella,"When the sun shines <br> We'll shine together <br> Told you I'll be here forever <br> Said I'll always be your friend <br> Took an oath <br> I'mma stick it out 'till the end <br> Now that it's raining more than ever <br> Know that we still have each other <br> You can stand under my Umbrella <br> You can stand under my Umbrella <br> (Ella ella eh eh eh) <br> Under my umbrella <br> (ella ella eh eh eh) <br> Eh eh <br> You had my heart <br> And we'll never be world apart <br> Maybe in magazines <br> But you'll still be my star <br> Baby cause in the Dark <br> You can see shiny Cars <br> And that's when you need me there <br> With you I'll always share <br> Because <br> When the sun shines <br> We'll shine together <br> Told you I'll be here forever <br> Said I'll always be your friend <br> Took an oath <br> I'mma stick it out 'till the end <br> Now that it's raining more than ever  <br>  <br>  <br>  <br> Know that we still have each other <br> You can stand under my Umbrella <br> You can stand under my Umbrella <br> (Ella ella eh eh eh) <br> Under my umbrella <br> (ella ella eh eh eh) <br> Eh eh <br> These fancy things, <br> Will never come in between <br> You're part of my entity <br> Here for Infinity <br> When the war has took it's part <br> When the world has dealt it's cards <br> If the hand is hard <br> Together we'll mend your heart <br> Because ... <br> When the sun shines <br> We'll shine together <br> Told you I'll be here forever <br> Said I'll always be your friend <br> Took an oath <br> I'mma stick it out 'till the end <br> Now that it's raining more than ever <br> Know that we still have each other <br> You can stand under my Umbrella <br> You can stand under my Umbrella <br> (Ella ella eh eh eh) <br> Under my umbrella <br> (ella ella eh eh eh)"
Under My Head,"[Verse 1] <br> Are you trying to make me fall <br> 'Cause with a face like that baby <br> It won't take too long <br> Keep on melting me with those eyes <br> And I think in a while I'll be hypnotized <br> Sitting here singing <br> [Chorus] <br> Ooh, ooh, ooh, I love you I love you <br> Ooh, ooh, ooh, come a little closer <br> Oh, oh, I love you I love you <br> And I'm down to my last breath <br> Trying to get my heels back under my head <br> [Verse 2] <br> Baby somewhere around the time <br> The moment I saw you <br> With your hair all sticking up  <br>  <br>  <br>  <br> I was all caught up <br> 'Cause baby you were so damn cute <br> I need you to need me <br> See the train is coming for me <br> Help me, save me from this crash at last <br> [Chorus] <br> [Bridge] <br> Na na na na na na na na na na na <br> You seem to be just what I've tried to find <br> And your name looks so good written next to mine <br> Next to mine <br> Next to mine <br> Ooh, ooh, ooh, I love you I love you <br> Ooh, ooh I really really want you <br> Oh, oh I love you I love you <br> Oh, oh.. <br> [Chorus]"
Untouchable,"[Verse 1] <br> Untouchable like a distant diamond sky <br> I'm reaching out and I just can't tell you why <br> I'm caught up in you, I'm caught up in you <br> [Pre-Chorus] <br> Untouchable, burning brighter than the sun <br> And when you're close, I feel like coming undone <br> [Chorus] <br> In the middle of the night when I'm in this dream <br> It's like a million little stars spelling out your name <br> You got to come on, come on, say that we'll be together <br> Come on, come on, little taste of heaven <br> It's half full and I won't wait here all day <br> I know you're saying that you'd be here anyway <br> [Pre-Chorus] <br> But you're untouchable, burning brighter than the sun <br> Now that you're close, I feel like coming undone <br> [Chorus] <br> In the middle of the night when I'm in this dream <br> It's like a million little stars spelling out your name <br> You got to come on, come on, say that we'll be together <br> Come on, come on, oh <br> In the middle of the night waking from this dream <br> I want to feel you by my side, standing next to me <br> You got to come on, come on, say that we'll be together <br> Come on, come on, little taste of heaven  <br>  <br>  <br>  <br> [Bridge] <br> I'm caught up in you <br> Oh, oh, oh <br> [Pre-Chorus] <br> But you're untouchable, burning brighter than the sun <br> Now that you're close, I feel like coming undone <br> [Chorus] <br> In the middle of the night when I'm in this dream <br> It's like a million little stars spelling out your name <br> You got to come on, come on, say that we'll be together <br> Come on, come on, oh <br> In the middle of the night waking from this dream <br> I want to feel you by my side, standing next to me <br> You got to come on, come on, say that we'll be together <br> Come on, come on, little taste of heaven <br> In the middle of the night, we can form this dream <br> I want to feel you by my side, standing next to me <br> You got to come on, come on, say that we'll be together <br> Come on, come on, little taste of heaven <br> And in the middle of the night when I'm in this dream <br> It's like a million little stars spelling out your name <br> You got to come on, come on, come on, come on <br> Come on, come on, oh, oh, oh <br> [Outro] <br> Like a million little stars spelling out your name <br> They're spelling out your name, oh"
